cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
3113,4257,Smith-Jenkins,Vision-oriented methodical application,8000,13656,successful,546,US,USD,10/2/2020,7/25/2021,cat04,scat04
962,4588,Drake PLC,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,2/25/2020,4/6/2021,cat04,scat04
1238,4785,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,6357,successful,254,US,USD,8/19/2020,1/25/2021,cat04,scat04
164,3033,Obrien-Aguirre,Devolved uniform complexity,112100,19557,canceled,184,US,USD,2/15/2021,11/12/2021,cat04,scat04
2062,2779,"Smith, Love and Smith",Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,3/11/2021,8/18/2021,cat04,scat04
939,2131,Ross Group,Organized executive solution,6500,1065,canceled,32,IT,EUR,2/2/2021,3/26/2021,cat04,scat04
390,6229,Turner-Davis,Automated local emulation,600,8038,successful,183,US,USD,2/17/2021,6/9/2021,cat04,scat04
2851,3429,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,2/7/2021,10/24/2021,cat04,scat04
1607,1613,Smith-Hess,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,4/28/2020,3/10/2021,cat04,scat04
3201,4734,"Brown, Herring and Bass",Organized client-driven capacity,7200,6785,failed,104,AU,AUD,11/26/2020,3/11/2021,cat04,scat04
1748,4439,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,24234,failed,245,US,USD,6/7/2020,5/24/2021,cat04,scat04
3114,1441,Townsend Ltd,Grass-roots actuating policy,2800,8014,successful,85,US,USD,1/27/2021,5/15/2021,cat04,scat04
2547,5799,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,8/12/2021,11/18/2021,cat04,scat04
1143,1419,Davis Ltd,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,7/17/2021,11/18/2021,cat04,scat04
2219,3059,Flores PLC,Focused real-time help-desk,6300,12812,successful,121,US,USD,12/9/2020,5/9/2021,cat04,scat04
854,3224,Martinez LLC,Robust impactful approach,59100,183345,successful,3742,US,USD,12/31/2020,2/6/2022,cat04,scat04
326,3181,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,3220,failed,31,US,USD,7/10/2021,8/3/2021,cat04,scat04
1359,6061,Summers PLC,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,7/31/2020,3/22/2021,cat04,scat04
1373,4466,Hebert Group,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,3/18/2021,3/22/2021,cat04,scat04
2500,6081,"Harris, Hall and Harris",Inverse analyzing matrices,7100,11648,successful,307,US,USD,4/18/2021,8/28/2021,cat04,scat04
921,2159,Saunders Group,Programmable systemic implementation,6500,5897,failed,73,US,USD,5/31/2020,1/31/2021,cat04,scat04
2413,3324,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,4/10/2020,4/15/2021,cat04,scat04
1174,3176,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,11900,successful,253,US,USD,10/28/2020,5/2/2021,cat04,scat04
34,5874,Hayden Ltd,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,6/17/2020,7/8/2021,cat04,scat04
217,5110,Gonzalez-Burton,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,12/20/2020,4/27/2021,cat04,scat04
1693,5490,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,2/7/2021,2/10/2022,cat04,scat04
2847,1922,Gibson-Hernandez,Visionary foreground middleware,47900,31864,failed,328,US,USD,2/17/2021,6/9/2021,cat04,scat04
3104,4398,Spencer-Weber,Optional zero-defect task-force,9000,4853,failed,147,US,USD,12/5/2020,7/13/2021,cat04,scat04
2834,4754,Navarro and Sons,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,5/27/2021,6/1/2021,cat04,scat04
2514,3309,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,977,failed,33,CA,CAD,4/25/2021,7/5/2021,cat04,scat04
702,1244,Mills-Roy,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,7/25/2020,4/16/2021,cat04,scat04
2926,2892,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,3431,failed,40,IT,EUR,10/12/2021,1/18/2022,cat04,scat04
385,2777,Larsen-Chung,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,12/28/2020,12/26/2021,cat04,scat04
3007,4952,Anderson and Sons,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,3/7/2021,5/28/2021,cat04,scat04
53,5144,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,7/24/2021,9/11/2021,cat04,scat04
2944,5487,"Williams, Perez and Villegas",Robust directional system engine,1800,10658,successful,101,US,USD,1/25/2021,7/21/2021,cat04,scat04
2963,1932,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,5/12/2021,1/18/2022,cat04,scat04
2777,3364,Skinner PLC,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,7/1/2021,8/19/2021,cat04,scat04
3064,5165,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,10/19/2021,10/24/2021,cat04,scat04
763,3858,Brown-Parker,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,1/23/2021,6/25/2021,cat04,scat04
2338,4666,"Klein, Stark and Livingston",Phased methodical initiative,49700,5098,failed,127,US,USD,1/17/2021,12/9/2021,cat04,scat04
1779,2896,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,7/18/2020,1/31/2021,cat04,scat04
2291,4520,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,12/26/2020,4/4/2021,cat04,scat04
3192,5726,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,9749,successful,155,US,USD,12/8/2020,9/5/2021,cat04,scat04
1625,5661,Gardner Group,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,6/20/2021,11/12/2021,cat04,scat04
834,4765,Knox-Garner,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,1/19/2021,8/26/2021,cat04,scat04
1670,3710,Taylor PLC,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,5/21/2020,2/20/2021,cat04,scat04
109,4925,Smith-Schmidt,Inverse radical hierarchy,900,13772,successful,299,US,USD,2/5/2021,8/8/2021,cat04,scat04
1285,1533,Leonard-Mcclain,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,4/16/2021,8/22/2021,cat04,scat04
500,5264,Bailey-Boyer,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,4/7/2021,12/19/2021,cat04,scat04
2835,4606,Lee LLC,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,3/26/2021,8/24/2021,cat04,scat04
2445,2043,Herrera-Wilson,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,5/3/2021,8/29/2021,cat04,scat04
254,3871,"Beck, Thompson and Martinez",Down-sized maximized function,7800,8161,successful,82,US,USD,3/21/2021,6/6/2021,cat04,scat04
1339,6205,Anderson-Pham,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,2/1/2021,10/8/2021,cat04,scat04
2035,3193,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700,943,failed,15,US,USD,5/9/2021,6/26/2021,cat04,scat04
691,1810,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000,6423,successful,94,US,USD,8/8/2021,9/1/2021,cat04,scat04
206,4797,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,9/27/2020,3/15/2021,cat04,scat04
1026,1487,Edwards-Kane,Virtual leadingedge framework,1800,10313,successful,219,US,USD,11/8/2020,11/13/2021,cat04,scat04
2523,3474,"Hicks, Wall and Webb",Managed discrete framework,174500,197018,successful,2526,US,USD,4/8/2020,4/15/2021,cat04,scat04
539,5771,Cochran Ltd,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,4/17/2021,11/3/2021,cat04,scat04
687,6074,Rosales LLC,Compatible multimedia utilization,5100,9817,successful,94,US,USD,11/7/2020,9/6/2021,cat04,scat04
2302,1568,Harper-Bryan,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,4/9/2020,3/11/2021,cat04,scat04
3123,4263,Floyd-Sims,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,7/4/2020,2/11/2021,cat04,scat04
2576,5850,"Spence, Jackson and Kelly",Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,8/26/2020,8/19/2021,cat04,scat04
290,5619,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,3/29/2021,1/21/2022,cat04,scat04
3203,1904,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,3/17/2021,8/26/2021,cat04,scat04
2113,5388,Clark-Bowman,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,11/15/2020,2/14/2021,cat04,scat04
348,2150,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,9/11/2020,3/12/2021,cat04,scat04
3157,2653,"Villanueva, Wright and Richardson",Profit-focused global product,116500,137904,successful,3727,US,USD,10/14/2020,10/6/2021,cat04,scat04
1729,2687,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,5/20/2021,10/3/2021,cat04,scat04
2964,3779,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,1/16/2021,8/8/2021,cat04,scat04
790,1494,"Rich, Alvarez and King",Business-focused static ability,2400,4119,successful,50,US,USD,2/26/2021,8/10/2021,cat04,scat04
2279,4129,Gomez LLC,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,9/21/2020,2/26/2021,cat04,scat04
2776,3035,Hughes Inc,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,1/17/2021,1/30/2021,cat04,scat04
84,2069,Mcclure LLC,Sharable discrete budgetary management,196600,159931,failed,1538,US,USD,6/12/2021,12/2/2021,cat04,scat04
2790,5469,Rice-Parker,Down-sized actuating infrastructure,91400,48236,failed,554,US,USD,6/3/2020,5/15/2021,cat04,scat04
2981,3903,Richards-Davis,Quality-focused mission-critical structure,90600,27844,failed,648,GB,GBP,6/17/2020,5/22/2021,cat04,scat04
3172,4083,Smith-Wallace,Monitored 24/7 time-frame,110300,197024,successful,2346,US,USD,2/13/2021,9/15/2021,cat04,scat04
32,4003,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300,11663,successful,115,US,USD,1/13/2021,8/26/2021,cat04,scat04
2758,3565,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200,13264,successful,195,DK,DKK,10/30/2020,11/15/2021,cat04,scat04
1823,1640,Valdez Ltd,Team-oriented clear-thinking matrix,100,0,failed,0,US,USD,6/17/2020,6/26/2021,cat04,scat04
277,4769,"Robles, Bell and Gonzalez",Customizable background monitoring,18000,166874,successful,2528,US,USD,8/10/2021,8/16/2021,cat04,scat04
2582,3398,Roberts Group,Up-sized radical pricing structure,172700,193820,successful,3657,US,USD,1/6/2021,1/4/2022,cat04,scat04
595,1865,White LLC,Robust zero-defect project,168500,119510,failed,1258,US,USD,1/1/2021,1/22/2022,cat04,scat04
2551,5690,Smith-Mullins,User-centric intangible neural-net,147800,35498,failed,362,US,USD,12/22/2020,12/21/2021,cat04,scat04
2973,3814,Cox LLC,Phased 24hour flexibility,8600,4797,failed,133,CA,CAD,10/27/2020,6/27/2021,cat04,scat04
944,2942,"Frederick, Jenkins and Collins",Organic radical collaboration,800,3406,successful,32,US,USD,8/13/2020,5/22/2021,cat04,scat04
353,5095,Johnson-Contreras,Diverse scalable superstructure,96700,81136,failed,1979,US,USD,6/15/2020,5/29/2021,cat04,scat04
930,2878,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300,12944,successful,147,US,USD,9/20/2021,9/27/2021,cat04,scat04
911,3697,Cordova-Torres,Pre-emptive grid-enabled contingency,1600,8046,successful,126,CA,CAD,1/25/2021,2/5/2021,cat04,scat04
1085,4744,Garrison LLC,Profit-focused 24/7 data-warehouse,2600,12533,successful,202,IT,EUR,1/28/2021,1/2/2022,cat04,scat04
1265,2104,Deleon and Sons,Organized value-added access,184800,164109,failed,2690,US,USD,1/11/2021,12/28/2021,cat04,scat04
2648,4883,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200,6870,successful,88,US,USD,12/17/2020,8/9/2021,cat04,scat04
1944,4807,York-Pitts,Monitored discrete toolset,66100,179074,successful,2985,US,USD,10/19/2021,2/23/2022,cat04,scat04
2446,1372,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000,8866,failed,92,US,USD,12/4/2020,5/27/2021,cat04,scat04
2987,3666,Ho Ltd,Enhanced client-driven capacity,5800,7966,successful,126,US,USD,8/3/2020,3/30/2021,cat04,scat04
417,2066,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300,106321,successful,1022,US,USD,9/19/2020,5/22/2021,cat04,scat04
1427,1834,Fowler-Smith,Down-sized logistical adapter,3000,11091,successful,198,CH,CHF,3/3/2021,11/19/2021,cat04,scat04
1714,5853,Hernandez-Macdonald,Organic high-level implementation,168700,141393,failed,1790,US,USD,4/27/2020,5/18/2021,cat04,scat04
1354,2219,Joseph LLC,Decentralized logistical collaboration,94900,194166,successful,3596,US,USD,1/20/2021,5/11/2021,cat04,scat04
752,4148,Hardin-Foley,Synergized zero tolerance help-desk,72400,134688,successful,5180,US,USD,6/21/2020,5/21/2021,cat04,scat04
1172,4477,Fuentes LLC,Universal zero-defect concept,83300,52421,failed,558,US,USD,4/9/2021,11/29/2021,cat04,scat04
2579,1786,Moran and Sons,Object-based bottom-line superstructure,9700,6298,failed,64,US,USD,5/10/2021,6/30/2021,cat04,scat04
2239,3455,Perez PLC,Seamless 6thgeneration extranet,43800,149578,successful,3116,US,USD,6/28/2020,6/5/2021,cat04,scat04
251,5707,Weber Inc,Up-sized discrete firmware,157600,124517,failed,1368,GB,GBP,1/13/2021,11/2/2021,cat04,scat04
2447,5470,Brown Inc,Object-based bandwidth-monitored concept,156800,20243,failed,253,US,USD,9/19/2021,12/4/2021,cat04,scat04
367,3274,Mcbride PLC,Upgradable leadingedge Local Area Network,157300,11167,failed,157,US,USD,10/18/2020,2/25/2021,cat04,scat04
1803,4613,Harris-Jennings,Customizable intermediate data-warehouse,70300,146595,successful,1629,US,USD,5/1/2021,9/16/2021,cat04,scat04
2603,4465,"Todd, Freeman and Henry",Diverse systematic projection,73800,148779,successful,2188,US,USD,10/17/2020,6/1/2021,cat04,scat04
3139,1652,Brown Ltd,Quality-focused system-worthy support,71100,91176,successful,1140,US,USD,11/8/2020,5/21/2021,cat04,scat04
480,2100,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300,6342,successful,102,US,USD,2/16/2021,11/4/2021,cat04,scat04
1205,4321,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700,151438,successful,2857,US,USD,3/27/2021,10/1/2021,cat04,scat04
1875,4168,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800,179356,successful,6406,US,USD,9/30/2021,2/1/2022,cat04,scat04
3040,3733,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200,1136,canceled,15,US,USD,3/5/2021,7/2/2021,cat04,scat04
114,2594,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100,1914,successful,26,CA,CAD,8/21/2020,8/3/2021,cat04,scat04
260,3909,Barnett and Sons,Business-focused dynamic info-mediaries,26500,41205,successful,723,US,USD,4/6/2021,12/17/2021,cat04,scat04
1810,5179,Petersen-Rodriguez,Digitized clear-thinking installation,8500,14488,successful,170,IT,EUR,6/28/2021,11/20/2021,cat04,scat04
1148,2228,King LLC,Multi-channeled local intranet,1400,3496,successful,55,US,USD,1/18/2021,12/31/2021,cat04,scat04
1586,6222,Case LLC,Ameliorated foreground methodology,195900,55757,failed,648,US,USD,2/28/2020,3/1/2021,cat04,scat04
1687,2354,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600,158669,successful,2144,US,USD,12/3/2021,12/31/2021,cat04,scat04
2240,1725,"Smith, Scott and Rodriguez",Organic actuating protocol,94300,150806,successful,2693,GB,GBP,4/24/2020,2/24/2021,cat04,scat04
331,2960,Martinez Inc,Organic upward-trending Graphical User Interface,7500,5803,failed,62,US,USD,7/5/2020,6/8/2021,cat04,scat04
1330,2077,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400,13205,successful,189,US,USD,11/3/2020,6/3/2021,cat04,scat04
2940,5662,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900,55476,failed,750,US,USD,4/5/2021,1/19/2022,cat04,scat04
2047,3481,Patterson-Johnson,Grass-roots directional workforce,9500,5973,canceled,87,US,USD,8/30/2021,12/1/2021,cat04,scat04
536,2565,Carlson-Hernandez,Quality-focused real-time solution,59200,183756,successful,3063,US,USD,8/21/2021,1/26/2022,cat04,scat04
238,4436,Parker PLC,Reduced interactive matrix,72100,30902,live,278,US,USD,1/5/2021,7/21/2021,cat04,scat04
546,5072,Williams-Ramirez,Open-architected 24/7 throughput,8500,6750,failed,65,US,USD,1/14/2021,11/4/2021,cat04,scat04
221,5200,Weaver Ltd,Monitored 24/7 approach,81600,9318,failed,94,US,USD,4/12/2020,1/14/2021,cat04,scat04
2938,4502,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800,19769,failed,257,US,USD,11/8/2020,7/24/2021,cat04,scat04
785,4945,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400,11277,successful,194,CH,CHF,5/8/2021,9/15/2021,cat04,scat04
876,3012,Harris Inc,Future-proofed modular groupware,14900,32986,successful,375,US,USD,6/5/2020,4/22/2021,cat04,scat04
932,6094,Peters-Nelson,Distributed real-time algorithm,169400,81984,failed,2928,CA,CAD,3/15/2021,10/1/2021,cat04,scat04
2415,3815,Yang and Sons,Reactive 6thgeneration hub,121700,59003,failed,602,CH,CHF,4/29/2021,11/21/2021,cat04,scat04
117,4838,Jensen-Brown,Fundamental disintermediate matrix,9100,7438,failed,77,US,USD,4/1/2021,4/11/2021,cat04,scat04
1244,3469,Murphy-Farrell,Implemented exuding software,9100,8906,failed,131,US,USD,1/23/2021,4/17/2021,cat04,scat04
564,4874,Everett-Wolfe,Total optimizing software,10000,7724,failed,87,US,USD,12/9/2020,6/14/2021,cat04,scat04
1255,1792,"York, Barr and Grant",Cloned bottom-line success,3100,1985,canceled,25,US,USD,12/21/2020,2/24/2021,cat04,scat04
578,4356,Brown and Sons,Programmable leadingedge budgetary management,27500,5593,failed,76,US,USD,6/8/2021,1/3/2022,cat04,scat04
418,6196,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800,175020,successful,1621,IT,EUR,12/21/2020,12/15/2021,cat04,scat04
1918,3578,Robinson-Kelly,Monitored bi-directional standardization,97600,119127,successful,1073,US,USD,8/29/2020,6/14/2021,cat04,scat04
2837,4491,Kelly-Colon,Stand-alone grid-enabled leverage,197900,110689,failed,4428,AU,AUD,9/18/2021,11/30/2021,cat04,scat04
426,3054,Kelly PLC,Decentralized context-sensitive superstructure,184100,159037,failed,1657,US,USD,3/11/2021,7/5/2021,cat04,scat04
2206,1968,Nguyen and Sons,Compatible 5thgeneration concept,5400,8109,successful,103,US,USD,9/13/2020,2/12/2021,cat04,scat04
2032,5869,Jones PLC,Virtual systemic intranet,2300,8244,successful,147,US,USD,1/30/2021,4/9/2021,cat04,scat04
865,5858,Lee-Cobb,Customizable homogeneous firmware,140000,94501,failed,926,CA,CAD,4/14/2021,1/7/2022,cat04,scat04
31,5203,"Martin, Gates and Holt",Distributed holistic neural-net,1500,13980,successful,269,US,USD,1/11/2021,4/21/2021,cat04,scat04
1494,2577,Bradford-Silva,Reverse-engineered composite hierarchy,180400,115396,failed,1748,US,USD,10/9/2020,6/26/2021,cat04,scat04
2570,3216,Mora-Bradley,Programmable tangible ability,9100,7656,failed,79,US,USD,1/9/2021,8/1/2021,cat04,scat04
314,2037,"Lopez, Reid and Johnson",Total real-time hardware,164100,96888,failed,889,US,USD,3/22/2021,9/20/2021,cat04,scat04
1769,3867,Mcclain LLC,Open-source multi-tasking methodology,52000,91014,successful,820,US,USD,1/17/2021,9/9/2021,cat04,scat04
1651,5109,Ortega LLC,Secured bifurcated intranet,1700,12020,successful,137,CH,CHF,4/12/2021,9/7/2021,cat04,scat04
452,1376,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800,13954,successful,186,IT,EUR,1/15/2022,1/20/2022,cat04,scat04
1808,5260,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300,6358,successful,125,US,USD,4/14/2021,10/8/2021,cat04,scat04
2288,2350,Anderson LLC,Customizable full-range artificial intelligence,6200,1260,failed,14,IT,EUR,5/20/2020,6/23/2021,cat04,scat04
1855,2269,Garza-Bryant,Programmable leadingedge contingency,800,14725,successful,202,US,USD,7/16/2021,11/19/2021,cat04,scat04
2852,3650,"Tapia, Kramer and Hicks",Advanced modular moderator,2000,10353,successful,157,US,USD,4/29/2021,8/15/2021,cat04,scat04
2529,3934,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,4/14/2021,7/10/2021,cat04,scat04
2280,4048,Beck-Knight,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,11/16/2020,9/14/2021,cat04,scat04
3150,4266,Mccoy Ltd,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,10/22/2020,10/11/2021,cat04,scat04
3081,3863,Johns-Thomas,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,11/25/2020,4/7/2021,cat04,scat04
2560,4922,Stewart Inc,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,1/24/2021,4/13/2021,cat04,scat04
2764,4517,Stone PLC,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,7/13/2021,9/17/2021,cat04,scat04
2762,3259,Garcia Group,Extended zero administration software,74700,1557,failed,15,US,USD,3/23/2021,6/16/2021,cat04,scat04
220,3123,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,1/15/2020,2/3/2021,cat04,scat04
285,3870,Garcia Ltd,Balanced mobile alliance,1200,14150,successful,130,US,USD,7/12/2020,7/10/2021,cat04,scat04
2244,2996,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,7/27/2021,9/17/2021,cat04,scat04
2357,2993,Fitzgerald Group,Intuitive exuding initiative,2000,14240,successful,140,US,USD,10/12/2020,11/30/2021,cat04,scat04
2197,4556,Greer and Sons,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,2/25/2021,4/28/2021,cat04,scat04
1496,2326,Lowery Group,Sharable motivating emulation,5800,5362,canceled,114,US,USD,12/24/2020,8/29/2021,cat04,scat04
501,4109,"Perez, Reed and Lee",Advanced dedicated encoding,70400,118603,successful,3205,US,USD,9/1/2020,7/9/2021,cat04,scat04
632,5739,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,3/17/2021,8/10/2021,cat04,scat04
1253,5887,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,1/23/2021,11/8/2021,cat04,scat04
2607,1651,Rowland PLC,Inverse client-driven product,5600,6338,successful,235,US,USD,7/22/2020,7/15/2021,cat04,scat04
2678,1628,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,10/1/2020,8/11/2021,cat04,scat04
627,2642,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,2/17/2021,6/2/2021,cat04,scat04
2242,6020,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,7/4/2020,2/14/2021,cat04,scat04
1210,4747,"Meza, Kirby and Patel",Cross-platform empowering project,53100,101185,successful,2353,US,USD,4/12/2021,4/21/2021,cat04,scat04
1349,5534,Taylor-Rowe,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,6/8/2021,11/23/2021,cat04,scat04
1582,4790,Henderson Ltd,Open-architected stable algorithm,93800,45987,failed,676,US,USD,11/30/2020,5/7/2021,cat04,scat04
23,4632,Webb Group,Public-key actuating projection,108700,87293,failed,831,US,USD,12/18/2020,3/14/2021,cat04,scat04
2134,1952,Thomas Ltd,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,11/15/2021,12/26/2021,cat04,scat04
120,4388,Kennedy-Miller,Cross-platform composite migration,9000,3351,failed,45,US,USD,3/8/2020,3/25/2021,cat04,scat04
265,5529,White-Obrien,Operative local pricing structure,185900,56774,canceled,1113,US,USD,11/26/2021,12/31/2021,cat04,scat04
127,1316,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,8/12/2021,10/4/2021,cat04,scat04
2454,1670,Small-Fuentes,Seamless maximized product,3400,6408,successful,121,US,USD,4/11/2020,1/28/2021,cat04,scat04
662,4909,Reid-Day,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,7/13/2021,8/29/2021,cat04,scat04
2779,3401,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,7/17/2020,7/12/2021,cat04,scat04
906,4619,Walker-Taylor,Automated uniform concept,700,1848,successful,43,US,USD,5/25/2021,9/11/2021,cat04,scat04
1073,4722,Ball-Fisher,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,8/19/2020,1/28/2021,cat04,scat04
108,2188,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,12/6/2020,2/27/2021,cat04,scat04
2060,5497,Martinez LLC,Automated local secured line,700,7664,successful,69,US,USD,11/10/2021,1/12/2022,cat04,scat04
1171,5711,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,1/30/2021,9/14/2021,cat04,scat04
1097,4076,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,2/12/2021,6/29/2021,cat04,scat04
1307,1847,Baker-Higgins,Vision-oriented scalable portal,9600,4929,failed,154,US,USD,12/17/2020,7/16/2021,cat04,scat04
1300,2816,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,121600,1424,failed,22,US,USD,9/29/2021,11/21/2021,cat04,scat04
1199,5019,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,7300,11228,successful,119,US,USD,6/15/2021,7/20/2021,cat04,scat04
1889,4869,Jordan-Fischer,Vision-oriented high-level extranet,6400,8890,successful,261,US,USD,3/23/2021,9/23/2021,cat04,scat04
78,3613,Howell and Sons,Enhanced regional moderator,116300,116583,successful,3533,US,USD,5/10/2021,11/19/2021,cat04,scat04
978,3069,Moses-Terry,Horizontal clear-thinking framework,23400,23956,successful,452,AU,AUD,4/6/2021,7/20/2021,cat04,scat04
3130,2601,Martinez Ltd,Multi-layered upward-trending groupware,7300,2594,failed,63,US,USD,10/31/2020,11/12/2021,cat04,scat04
1229,2133,"Young, Ramsey and Powell",Devolved disintermediate analyzer,8800,9317,successful,163,US,USD,12/26/2020,9/7/2021,cat04,scat04
780,3164,Lewis and Sons,Profound disintermediate open system,3500,6560,successful,85,US,USD,5/12/2021,8/12/2021,cat04,scat04
3118,3897,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,81000,150515,successful,3272,US,USD,7/1/2021,10/21/2021,cat04,scat04
